date,mkt_rf,smb,hml,rmw,cma,rf
2023-02-10,-0.00964638,0.00535845,-0.00440823,-0.00200932,-0.01266218,0.00018
2023-02-13,-0.01189168,-0.00076327,-0.00542857,0.00014335,0.00138581,0.00018
2023-02-14,-0.0102195,0.00655045,0.00562157,-0.00571119,0.00439873,0.00018
2023-02-15,0.00443924,-0.0083183,0.00284612,-0.00190789,-0.00261927,0.00018
2023-02-16,0.01515253,0.0031002,0.00526014,0.00057138,-0.00234433,0.00018
2023-02-17,0.00040903,-0.00075762,-0.01161296,0.00079182,-0.01101169,0.00018
2023-02-20,0.00341314,-0.00495832,-0.0070195,0.00217283,0.0024419,0.00018
2023-02-21,0.01228934,-0.00433543,0.00059844,0.00241774,0.00353842,0.00018
2023-02-22,-0.00959557,-0.00265053,0.00382143,-0.00035342,0.00266204,0.00018
2023-02-23,0.0044793,0.00427925,-0.00437025,0.0047286,0.00091631,0.00018
2023-02-24,0.02117377,0.00561858,-0.00014121,0.00908414,0.00797987,0.00018
2023-02-27,0.00852859,-0.00242044,0.00586538,-0.00296204,0.00219671,0.00018
2023-02-28,-0.00714529,0.00219116,0.00379737,-0.00182109,-0.00204875,0.00018
2023-03-01,0.00319604,0.0005582,-0.00521319,0.00012581,0.00095159,0.00018
2023-03-02,0.00243534,-0.00845405,-0.00620068,0.00238966,-0.0002841,0.00018
2023-03-03,0.01151869,-0.00795363,-0.00290184,-0.00327618,0.00094558,0.00018
2023-03-06,-0.00444562,-0.00263256,0.00893419,0.00331115,-0.0012909,0.00018
2023-03-07,0.0023056,0.00088896,-0.00609106,-0.00619092,-0.00350918,0.00018
2023-03-08,9.098e-05,-0.00236083,-0.00119331,-0.00050789,0.00040779,0.00018
2023-03-09,-0.01519254,-0.00059906,0.00353795,-0.00855916,0.00355154,0.00018
2023-03-10,-0.00363886,-0.00728574,0.00415634,-0.00237254,0.0052556,0.00018
2023-03-13,0.00245843,0.00281825,-0.00122751,0.0026009,-0.0124517,0.00018
2023-03-14,-0.00475396,-0.00097177,0.00021122,-0.00264476,0.00739484,0.00018
2023-03-15,0.01592276,0.00506528,-0.00305139,-0.00291258,0.00045428,0.00018
2023-03-16,-0.00219447,0.0016192,-0.0048722,0.002696,0.00886001,0.00018
2023-03-17,-0.01307441,-0.00094239,-0.00806676,0.00149557,-0.00369516,0.00018
2023-03-20,-0.00046002,0.00196885,0.00512857,0.00656828,0.00556629,0.00018
2023-03-21,-0.00109527,-0.0028543,0.00028949,0.0027748,0.01147553,0.00018
2023-03-22,-0.01395859,0.0043265,0.00292187,0.00089442,-0.00039336,0.00018
2023-03-23,-0.00668579,0.00036324,0.00810726,-0.00301271,0.00899051,0.00018
2023-03-24,0.00579298,-0.00332171,0.00372998,9.577e-05,-0.00044013,0.00018
2023-03-27,-0.00162812,-0.00627364,0.00159102,0.0008267,0.00063312,0.00018
2023-03-28,-0.00466834,0.00552645,0.00390214,-0.00108166,0.00737993,0.00018
2023-03-29,0.00534191,-0.00632146,0.00455345,0.01212433,0.00439367,0.00018
2023-03-30,-0.00317566,7.244e-05,-0.00501851,0.00379671,-0.00451617,0.00018
2023-03-31,0.01170607,0.0004605,0.00309922,0.00100845,-0.00346222,0.00018
2023-04-03,-0.00472483,0.00152669,0.00089654,0.00600682,0.00150097,0.00018
2023-04-04,-0.00285418,0.00278038,-0.00334835,-0.00572514,0.00398132,0.00018
2023-04-05,-0.00472164,0.00070203,0.0037302,-0.00497933,0.00254306,0.00018
2023-04-06,-0.00448646,0.00252146,-0.00339004,0.00120348,-0.00020864,0.00018
2023-04-07,0.00385611,0.00191516,0.00310725,8.432e-05,-0.00176501,0.00018
2023-04-10,0.00395381,-0.00091794,0.00427532,0.00295942,0.00553422,0.00018
2023-04-11,0.0041008,0.00222997,-0.0005216,-0.00057133,-0.00723468,0.00018
2023-04-12,0.0200806,0.00097824,-0.00419573,0.00059263,0.00519975,0.00018
2023-04-13,-0.00016699,0.0040305,-0.00693336,-0.00115484,-0.00589743,0.00018
2023-04-14,0.0043296,0.00584577,0.00465757,0.00284046,-0.00347785,0.00018
2023-04-17,-0.00865664,-0.00358848,0.00408179,-0.00212857,-0.00156296,0.00018
2023-04-18,0.00667334,0.00221654,-0.00125606,0.00603673,-0.00202935,0.00018
2023-04-19,0.00266286,0.00325269,-0.00831172,-0.0033095,-0.00820434,0.00018
2023-04-20,0.00758726,-0.00674723,-0.00375977,0.00068343,0.00164555,0.00018
2023-04-21,0.01892493,-0.00241015,0.0051673,0.00515667,0.0039548,0.00018
2023-04-24,-0.00096816,-0.00139868,-0.00158855,0.00359065,-0.0027836,0.00018
2023-04-25,-0.03746456,0.00822429,0.0040581,-0.00479939,-0.00516872,0.00018
2023-04-26,0.0147133,-0.00105389,-0.00612401,0.00644331,-0.00044161,0.00018
2023-04-27,-0.00863643,-0.0006336,-0.00144814,0.00878765,0.00188501,0.00018
2023-04-28,0.00958082,-0.00446369,-0.00130227,0.0023175,-0.00463169,0.00018
2023-05-01,0.01201008,-0.00090371,0.00378744,-0.00286222,0.00506396,0.00018
2023-05-02,-0.01686896,-0.00556471,-0.00377869,-0.0053977,0.003332,0.00018
2023-05-03,0.00447516,-0.01138102,-0.00438994,0.00382953,-0.00586896,0.00018
2023-05-04,0.00414343,-0.0041013,-0.00129793,0.00648087,-0.00305822,0.00018
2023-05-05,-0.02657823,-0.00117308,0.00277125,-0.00229092,0.00898759,0.00018
2023-05-08,-0.00246496,-0.00134376,-0.0048763,-0.00478567,-0.01031212,0.00018
2023-05-09,-0.01384607,-0.00118906,0.00125566,-0.00365964,0.00061989,0.00018
2023-05-10,0.00993927,-0.00588305,-0.0046106,0.00200706,-0.0002888,0.00018
2023-05-11,0.00021379,0.00573366,-0.0037439,0.0023448,-0.00412959,0.00018
2023-05-12,-0.01588862,0.00981901,0.00536486,-0.00296938,-0.00025229,0.00018
2023-05-15,0.01082096,-0.00407929,0.00099939,-0.00322595,0.00758572,0.00018
2023-05-16,-0.00560295,-0.00407194,0.00149162,-0.00047982,-0.00028501,0.00018
2023-05-17,0.00729064,0.00039213,0.00059353,0.00334506,-0.00411014,0.00018
2023-05-18,-0.01687605,-0.00249132,-0.00678012,-0.00418186,-0.00223672,0.00018
2023-05-19,0.00856919,0.00618972,-0.00539819,0.00078631,-0.00096947,0.00018
2023-05-22,-0.01612182,-4.129e-05,-0.00112359,0.00308754,0.0003945,0.00018
2023-05-23,-0.00437374,0.00211525,0.00103687,0.00448476,-0.00098382,0.00018
2023-05-24,0.00040219,0.00596969,0.00314145,-0.00268488,0.00821171,0.00018
2023-05-25,0.00894788,0.0008382,0.00660852,-0.00101451,-0.00402898,0.00018
2023-05-26,0.01075712,-0.00097825,0.01146803,0.00257426,-0.00019686,0.00018
2023-05-29,0.00187317,0.00157044,-0.012267,0.00091139,-0.00825825,0.00018
2023-05-30,-0.01415689,0.00167925,0.0087123,0.0052153,0.00691148,0.00018
2023-05-31,0.00287469,-0.00045049,0.00570244,-0.00256815,0.00678029,0.00018
2023-06-01,-0.00910267,0.00285921,0.00664043,0.00130876,-0.00173225,0.00018
2023-06-02,0.00918538,-0.00040766,-0.00158904,0.00223117,-0.00351074,0.00018
2023-06-05,-0.01364761,-0.00256992,0.00504408,-0.00234166,0.00104583,0.00018
2023-06-06,0.01344446,0.00526535,-0.00129753,0.00188117,-0.00039219,0.00018
2023-06-07,0.01470181,0.00079353,-0.00281871,-0.00189849,0.00111369,0.00018
2023-06-08,0.00509236,0.00114455,-0.00362111,-0.0027269,-0.00312502,0.00018
2023-06-09,-0.00879527,0.00373839,0.01132132,-0.00364014,-0.00652671,0.00018
2023-06-12,0.003777,-0.00167069,-0.00691209,0.00203261,-0.00070965,0.00018
2023-06-13,0.01171684,-0.00112213,0.00108274,0.00056572,0.00170196,0.00018
2023-06-14,0.00218827,-0.00022851,0.00568063,0.00017206,0.0055501,0.00018
2023-06-15,-0.00311126,-0.00086813,-0.00256476,-0.00264925,0.00090107,0.00018
2023-06-16,-0.01050294,-0.00698747,0.00843871,-0.00300526,-0.00160891,0.00018
2023-06-19,-0.001142,0.00238111,0.00075884,-0.00378925,-0.00360333,0.00018
2023-06-20,-0.00369179,0.00306007,0.00081066,-0.00126509,-0.00027563,0.00018
2023-06-21,0.00196539,0.00502369,0.00087041,0.00120874,0.00156102,0.00018
2023-06-22,-0.00582221,-0.00076268,-0.00793604,0.0002615,0.00134462,0.00018
2023-06-23,-0.00686343,0.00755987,-0.01112051,0.0020123,-0.00409978,0.00018
2023-06-26,-0.00671957,-0.00540229,-0.00465352,-0.00452896,0.00052564,0.00018
2023-06-27,-0.00245642,-0.00027161,0.00188028,0.003039,0.00108933,0.00018
2023-06-28,0.00974226,0.00759509,-0.0052238,-0.00244993,-0.00510334,0.00018
2023-06-29,-0.02943991,0.00081947,0.00196671,-0.0080262,-0.00076864,0.00018
2023-06-30,-0.03905113,0.0052321,-0.00272756,0.00219311,-0.00388828,0.00018
2023-07-03,0.01147426,0.00302693,-0.0080773,0.00258014,-0.00627508,0.00018
2023-07-04,0.00025827,0.0013718,0.00090685,-0.00115151,0.00132884,0.00018
2023-07-05,-0.00746144,-0.00828079,-0.00311708,-0.00291818,-0.00148748,0.00018
2023-07-06,0.0170376,0.00032367,-0.01672656,0.00380259,-0.01124269,0.00018
2023-07-07,-0.03892378,0.00092998,0.00283086,0.00298745,0.00292224,0.00018
2023-07-10,0.00257666,0.00387211,-0.00262665,0.00266146,-0.00236514,0.00018
2023-07-11,0.02903536,-0.0019391,-0.00581284,-0.00310255,-0.00656725,0.00018
2023-07-12,-0.01262347,-0.00737071,0.00565156,-0.00285558,0.0010803,0.00018
2023-07-13,-0.00891507,0.00514078,-0.00021685,-0.00191718,-0.00549379,0.00018
2023-07-14,0.02098826,-0.00849882,0.00588172,0.00155798,-0.00034976,0.00018
2023-07-17,-0.0077345,-0.00251319,0.00279144,-0.00563747,0.00585543,0.00018
2023-07-18,0.01707185,-0.01073011,0.00212679,0.00452907,0.0034336,0.00018
2023-07-19,-0.00069859,-0.00255858,-0.00479388,-0.00486032,-0.00297325,0.00018
2023-07-20,-0.01077216,0.00552585,0.00653806,0.00458216,0.0041231,0.00018
2023-07-21,-0.00779376,0.00439179,0.00613756,0.00049306,0.00520481,0.00018
2023-07-24,-0.00842539,0.00165126,0.00449826,0.00544408,-0.00446931,0.00018
2023-07-25,0.00016364,-0.00105962,0.00038909,0.00125858,-0.00111633,0.00018
2023-07-26,-0.00723875,-0.00241689,0.00184774,-0.00491458,-0.00562128,0.00018
2023-07-27,-0.00927297,0.00885789,0.00533202,0.00200167,0.00344362,0.00018
2023-07-28,-0.01673484,0.00083264,-0.00318106,0.00049334,-0.00393199,0.00018
2023-07-31,0.00343078,0.00227812,0.00277031,-0.00134731,0.00351106,0.00018
2023-08-01,0.03087675,-0.00520684,0.0071805,-0.00358741,0.00782008,0.00018
2023-08-02,0.0232689,0.00793417,0.0076678,0.00071312,0.00291654,0.00018
2023-08-03,0.0001493,-0.00499717,-0.00031102,-0.00098003,-0.0041952,0.00018
2023-08-04,-0.00124263,-0.00140567,0.00475294,-0.00615129,0.00409911,0.00018
2023-08-07,-0.01707104,0.00420178,-0.00233706,-0.00221434,-0.00010172,0.00018
2023-08-08,-0.01027449,0.00283041,0.00351196,-0.00011823,0.00247794,0.00018
2023-08-09,0.01489088,-0.00406632,-0.00094526,-0.00264234,0.00237153,0.00018
2023-08-10,-0.03398293,0.0104138,-0.00866671,0.00062727,0.00213274,0.00018
2023-08-11,-0.00712118,1.602e-05,0.00925573,-0.00105504,0.00525053,0.00018
2023-08-14,0.00034843,-0.00377286,-0.00909829,0.00189605,-0.00871604,0.00018
2023-08-15,-0.00027124,-0.00030998,0.00165281,-0.00332692,-9.392e-05,0.00018
2023-08-16,0.00819012,-0.0057758,-0.00894374,0.00181848,-0.00281126,0.00018
2023-08-17,-0.04240947,7.52e-06,0.00145816,-0.0055771,0.0041034,0.00018
2023-08-18,0.01468548,-0.00426948,-0.00149555,-0.00062409,-0.00203074,0.00018
2023-08-21,-0.01967307,-0.00677603,-0.0024837,0.00105464,0.00233998,0.00018
2023-08-22,0.02337163,-0.01042152,-0.00154343,-0.00054579,-0.00173192,0.00018
2023-08-23,0.00227386,-0.00353209,-0.00052545,0.00372351,-0.00256573,0.00018
2023-08-24,0.01989388,-3.696e-05,0.00124566,0.00475112,-0.00442348,0.00018
2023-08-25,0.02697397,-0.00494505,-0.00591604,5.299e-05,-0.00032314,0.00018
2023-08-28,0.05149428,-0.0024859,-0.00904264,0.00367988,-0.00072235,0.00018
2023-08-29,0.01456432,0.0012941,0.00086832,0.00303351,0.00552324,0.00018
2023-08-30,-0.047442,0.00090976,0.00669845,0.00154388,-0.00326332,0.00018
2023-08-31,-0.00270372,-0.00188897,0.00129666,-3.325e-05,0.00165527,0.00018
2023-09-01,0.00930739,-0.00023428,0.00106694,0.00276106,0.00588582,0.00018
2023-09-04,0.01869765,0.00073333,0.00370607,-0.00042679,0.00163251,0.00018
2023-09-05,-0.01272735,0.00165526,0.01247205,0.00080389,0.01332649,0.00018
2023-09-06,0.00888289,-0.00106342,-0.00112439,-0.00623514,-0.00419856,0.00018
2023-09-07,-0.03876034,0.00597138,0.00168006,-0.00289728,-0.00082082,0.00018
2023-09-08,0.01440407,0.0072035,0.00409244,0.01098427,0.00050694,0.00018
2023-09-11,-0.01641644,0.00539202,0.00342451,3.909e-05,-0.00599578,0.00018
2023-09-12,-0.01531393,-0.00018166,-0.00177539,0.00351468,-0.00270978,0.00018
2023-09-13,0.00380972,-0.00358532,0.01082283,-0.00602688,0.00362954,0.00018
2023-09-14,0.00719356,-0.00433337,-0.00061488,-0.00055976,-0.00184829,0.00018
2023-09-15,0.01774251,-0.00731231,-0.00299332,0.00054409,0.00045338,0.00018
2023-09-18,-0.00428557,-0.00405871,0.0040609,0.00179582,0.00551525,0.00018
2023-09-19,-0.01001031,-0.00322528,-0.00822619,-0.00310757,-0.00306087,0.00018
2023-09-20,0.00646243,0.00294833,0.00267939,0.00335436,0.00028288,0.00018
2023-09-21,0.00014027,-0.00062334,-0.00163198,0.00161091,0.00375294,0.00018
2023-09-22,0.00733331,-0.00220269,-0.00010751,0.00488237,-0.0016563,0.00018
2023-09-25,-0.00037727,-0.00127741,-0.01075403,0.00410716,-0.00149549,0.00018
2023-09-26,0.00959778,0.01046179,-0.00055141,0.00534104,-0.00022257,0.00018
2023-09-27,-0.00144935,-0.00781772,0.00366226,-0.00438822,0.00087516,0.00018
2023-09-28,0.00355864,0.0019228,0.00377261,-0.00331049,0.00709489,0.00018
2023-09-29,0.0019127,-0.00014881,0.00082433,-0.00120366,0.00377206,0.00018
2023-10-02,-0.00790792,0.00183182,-0.00644675,0.00242566,-0.00010715,0.00018
2023-10-03,-0.00109914,-0.00315844,0.00986151,-0.00614647,0.00117539,0.00018
2023-10-04,-0.00776201,-4.756e-05,0.00112226,0.00651074,0.00170189,0.00018
2023-10-05,-0.00468282,0.00144057,-0.00165238,0.00274834,0.00057517,0.00018
2023-10-06,-0.00569684,0.00071443,-0.00554691,-0.00057618,-0.00023191,0.00018
2023-10-09,-0.01312,-0.00109717,-0.00217032,0.00118735,-0.00463955,0.00018
2023-10-10,-0.00114011,0.00538174,0.00056187,0.00495469,-0.0005602,0.00018
2023-10-11,0.00252823,-0.00683331,0.00014119,0.00034878,0.00242004,0.00018
2023-10-12,0.00281278,0.00481231,-0.00101708,0.0009103,-0.00768319,0.00018
2023-10-13,0.00733611,-0.0037327,-0.00143982,0.00599449,0.00612313,0.00018
2023-10-16,0.00247915,-0.00017602,-0.01059752,-0.00232354,-0.0064573,0.00018
2023-10-17,0.01471835,-0.00365989,0.00566373,0.00257177,0.00288518,0.00018
2023-10-18,0.00248433,-0.00389778,0.00434694,-0.0016069,0.00156619,0.00018
2023-10-19,-0.01056407,0.0051586,0.00049871,-0.00301284,-0.00505773,0.00018
2023-10-20,-0.00254161,-0.00049611,-0.0067703,0.00368312,0.00459734,0.00018
2023-10-23,0.0043387,0.00560435,-0.002201,0.00277363,0.00289325,0.00018
2023-10-24,-0.01000242,0.00233774,-0.00054991,-0.00149793,-0.0008796,0.00018
2023-10-25,-0.01093027,-0.00052649,-0.00362732,0.00332512,-0.00160044,0.00018
2023-10-26,0.02409033,-0.00215174,-0.00460146,0.00154902,-0.00609808,0.00018
2023-10-27,0.0064566,0.00022082,-0.00484113,0.00619524,-0.00220295,0.00018
2023-10-30,0.00216403,0.00639259,-0.00332537,0.00222337,-0.00435161,0.00018
2023-10-31,0.00995479,0.00092602,-0.0047274,0.00332782,-0.00784343,0.00018
2023-11-01,0.00200437,-0.00559719,-0.00985173,-0.00044037,-0.01121481,0.00018
2023-11-02,0.00625352,-0.00185076,0.00848309,0.00309906,-0.00165354,0.00018
2023-11-03,0.02223303,0.01328765,-0.00161456,-0.00026014,0.00447267,0.00018
2023-11-06,0.00595136,-0.00194173,-0.00417721,0.00247485,0.00135216,0.00018
2023-11-07,0.01787476,-0.00563396,-0.00964579,-0.00175117,-0.00584653,0.00018
2023-11-08,-0.00437566,0.00017,0.0053481,-0.00366178,-0.00241319,0.00018
2023-11-09,0.00551266,-0.00234144,0.00168676,-0.00184441,0.0012239,0.00018
2023-11-10,-0.02514293,-0.00209932,0.000444,0.0020516,-4.283e-05,0.00018
2023-11-13,-0.00165465,-0.00371376,0.00286281,0.00119298,-0.00179284,0.00018
2023-11-14,-0.00321954,0.00129594,0.00846532,0.00362633,0.00856284,0.00018
2023-11-15,-0.01707133,0.00352081,0.00544036,0.00396666,0.00448271,0.00018
2023-11-16,0.01013144,0.00040661,0.01421925,-0.00453526,0.00614701,0.00018
2023-11-17,0.01054179,0.00691994,-0.00487212,-0.00637887,0.00237333,0.00018
2023-11-20,-0.00408232,0.00178353,0.00747223,0.00376149,-0.00152184,0.00018
2023-11-21,0.0063396,0.00126162,-0.00727224,0.00499861,-0.00676887,0.00018
2023-11-22,0.00633512,-0.00047621,-0.00197731,-0.00215864,-0.00293384,0.00018
2023-11-23,3.342e-05,0.00734727,-0.00297031,0.00404101,-0.00095498,0.00018
2023-11-24,0.02461487,0.00204549,0.00066635,0.00327031,-0.00802866,0.00018
2023-11-27,-0.00489499,0.00162025,0.00348635,-0.00188993,0.00257368,0.00018
2023-11-28,0.01293966,0.00030799,-0.0018682,-0.00357831,0.00229403,0.00018
2023-11-29,0.02591462,0.00021769,-0.00652203,0.00068514,-0.00414519,0.00018
2023-11-30,0.00654807,-0.00106944,-0.00025432,-0.00269467,0.00025148,0.00018
2023-12-01,-0.00829144,0.00054758,0.00194865,-0.00806823,0.0030729,0.00018
2023-12-04,0.01424568,-0.00665203,0.00117543,0.00187866,0.00051392,0.00018
2023-12-05,-0.00527512,-0.00123044,-0.00293667,0.00015498,0.00113856,0.00018
2023-12-06,0.00715656,-0.00287373,-0.00823586,-0.00188337,-0.0004892,0.00018
2023-12-07,-0.03868622,-0.00346302,0.01187566,-0.00397385,0.00625274,0.00018
2023-12-08,-0.01474775,-0.0040289,0.0083695,-0.00509412,0.00745852,0.00018
2023-12-11,-0.01449663,0.0053498,-0.00416237,0.00207396,-0.00037782,0.00018
2023-12-12,0.0129296,-0.00272904,0.00773859,-5.13e-05,0.00404522,0.00018
2023-12-13,0.01202769,-0.00196283,-0.00307778,0.00319347,-0.00565055,0.00018
2023-12-14,-0.00092906,-0.0078967,0.00606947,0.00355902,0.00727687,0.00018
2023-12-15,0.00709446,-0.00299919,-0.01398531,0.00204661,-0.01044782,0.00018
2023-12-18,0.02626923,-0.00519267,0.00165403,0.00333323,0.00285313,0.00018
2023-12-19,0.00715143,-0.00527074,-0.00500103,-0.00430517,0.00148581,0.00018
2023-12-20,0.00313806,0.00094595,-0.00113774,-0.0017806,-0.00080475,0.00018
2023-12-21,0.0088361,-0.00199988,-0.00654714,-0.00865052,-0.00517017,0.00018
2023-12-22,-0.00598882,0.00249681,0.00028903,-0.00053297,-0.00412823,0.00018
2023-12-25,-0.00557337,-0.00197228,0.00013527,0.00375176,-0.00219178,0.00018
2023-12-26,0.00430202,0.00401164,0.0076596,0.00593806,0.00121574,0.00018
2023-12-27,-0.00703077,-0.00300733,-0.00564033,0.00628334,0.00043366,0.00018
2023-12-28,-0.00983388,-0.0031273,0.005462,0.00115235,-0.00171459,0.00018
2023-12-29,0.00832712,-0.00304242,0.00977232,0.00306781,0.00548278,0.00018
2024-01-01,0.01582956,-0.00533967,0.00919437,0.00541737,0.00616051,0.00018
2024-01-02,-0.00223878,0.00420018,0.00769105,0.00178156,-0.00042088,0.00018
2024-01-03,-0.01930786,0.00076393,0.0030016,0.00255055,-0.00296052,0.00018
2024-01-04,0.01105145,-0.00312239,-0.00921581,0.00225255,0.00557648,0.00018
2024-01-05,-0.00403341,-0.00104152,0.00297303,-0.00059738,-0.00161876,0.00018
2024-01-08,0.03330749,-0.00341414,0.00091263,-0.00176809,-0.00260523,0.00018
2024-01-09,0.03188162,0.0089985,-0.01437978,0.0095596,2.26e-05,0.00018
2024-01-10,0.00083533,-0.00409681,0.0001071,-0.0020313,-0.00109273,0.00018
2024-01-11,0.01150301,0.00484609,-0.00945571,-0.00299293,-0.01205384,0.00018
2024-01-12,-0.0094391,0.00177799,-0.00165152,0.00048261,0.00803756,0.00018
2024-01-15,0.00935272,-0.00365604,0.00249907,0.0015601,-0.00262535,0.00018
2024-01-16,0.01647167,-0.00383271,0.0003637,-0.00452418,0.00019353,0.00018
2024-01-17,-0.0019746,0.00182574,0.01194391,-0.00288317,0.00638292,0.00018
2024-01-18,0.00026032,-0.0012066,0.00900758,3.002e-05,0.0040199,0.00018
2024-01-19,-0.00049991,0.0043037,-7.866e-05,0.00108688,0.01232351,0.00018
2024-01-22,0.00406364,0.00147687,0.00495892,-0.00250497,0.00609965,0.00018
2024-01-23,0.00490551,-0.00290616,0.00254014,-0.00471592,-0.00375575,0.00018
2024-01-24,0.00447899,0.00239704,-0.00032936,-0.00498364,-0.00029015,0.00018
2024-01-25,0.00649434,0.00195665,0.00065458,-0.00146708,-0.00210109,0.00018
2024-01-26,0.00653373,0.0026194,-0.00471007,0.00164805,-0.00386264,0.00018
2024-01-29,0.00062523,-0.00492327,0.00533396,0.00663108,0.00193906,0.00018
2024-01-30,0.01651354,0.00027661,0.00275582,-0.00221146,0.00499355,0.00018
2024-01-31,-0.00143744,0.00288781,-0.00463713,-0.00230381,-0.0034649,0.00018
2024-02-01,0.006995,0.00606144,-0.00107509,0.0047302,-0.00045037,0.00018
2024-02-02,0.0021728,-0.0029428,-0.00404199,-0.00257149,-0.00544561,0.00018
2024-02-05,0.00694479,8.39e-06,-0.00322806,-0.00855838,-0.00448974,0.00018
2024-02-06,-0.00270182,0.00347071,0.00380706,-0.00235154,0.00161405,0.00018
2024-02-07,7.134e-05,-0.00118484,-0.0032072,-0.00150035,0.00449958,0.00018
2024-02-08,0.00190688,-0.00225033,0.0071862,0.00149638,0.00631705,0.00018
2024-02-09,-0.00167875,-0.00108225,0.00932373,-0.00021352,0.00594597,0.00018
2024-02-12,-0.00067241,-0.00051389,-0.00644434,0.00415952,-0.00809464,0.00018
2024-02-13,-0.00276344,-0.00171455,-0.00192922,-0.00285327,4.104e-05,0.00018
2024-02-14,0.00896752,0.00417593,-0.0021754,-0.00234405,0.00123272,0.00018
2024-02-15,-0.01116221,0.00431315,0.0015629,0.00580748,0.00251909,0.00018
2024-02-16,0.00013008,0.00510524,0.00158595,-0.00227812,-0.00214035,0.00018
2024-02-19,0.00491162,0.00076416,-0.00270549,0.0013204,-0.00375634,0.00018
2024-02-20,0.01054707,0.00229527,0.00114364,-0.00276752,0.00782012,0.00018
2024-02-21,-0.00191929,0.00395502,0.0052619,-0.00491898,0.00479846,0.00018
2024-02-22,0.00696185,0.00773145,0.00230033,-0.00314939,-0.00123121,0.00018
2024-02-23,0.01120785,0.00446622,0.00177733,0.00239457,-8.547e-05,0.00018
2024-02-26,-0.02096416,-0.00852382,-0.00403884,-0.00302031,0.00041806,0.00018
2024-02-27,-0.00380697,-0.00356861,-0.00404966,0.00156948,0.00198728,0.00018
2024-02-28,-0.0159382,0.00441481,0.00218015,0.00148412,0.00492046,0.00018
2024-02-29,0.00063442,-0.00358091,-0.00394293,-0.00114807,0.00354429,0.00018
2024-03-01,0.00198145,0.00028564,0.00308962,0.00283684,0.00348982,0.00018
2024-03-04,0.00955367,-0.01181112,0.01193638,-0.0036085,0.00807104,0.00018
2024-03-05,0.00164371,-0.00312627,-0.00465005,-0.00036225,0.00084011,0.00018
2024-03-06,-0.01004445,0.01044653,0.00415828,0.00247615,0.00338241,0.00018
2024-03-07,-0.00203326,-0.01128764,0.00011561,-0.00300867,0.00223883,0.00018
2024-03-08,-0.00412735,0.00133447,-0.00417289,-0.00615136,-0.00343256,0.00018
2024-03-11,-0.0104836,0.00617741,0.00329688,0.00329069,0.00030657,0.00018
2024-03-12,0.01057264,-0.00159654,-0.00025204,-0.00108623,0.00207805,0.00018
2024-03-13,0.01017287,0.00109112,0.0078886,-0.00397157,0.00847221,0.00018
2024-03-14,0.00252413,-0.00245046,-0.01035219,0.00242213,8.35e-05,0.00018
