date,ticker,price,return
2023-05-24,SPY,380.8493,0.00074258
2023-05-25,SPY,384.2414,0.00890684
2023-05-26,SPY,388.4478,0.01094715
2023-05-29,SPY,389.0627,0.00158291
2023-05-30,SPY,383.4513,-0.01442277
2023-05-31,SPY,384.5007,0.00273669
2023-06-01,SPY,381.1876,-0.00861667
2023-06-02,SPY,384.4912,0.00866675
2023-06-05,SPY,379.2752,-0.01356614
2023-06-06,SPY,384.4245,0.01357677
2023-06-07,SPY,390.0636,0.014669
2023-06-08,SPY,392.0211,0.00501833
2023-06-09,SPY,388.5275,-0.00891171
2023-06-12,SPY,390.1198,0.00409831
2023-06-13,SPY,394.6268,0.0115529
2023-06-14,SPY,395.4468,0.0020778
2023-06-15,SPY,394.6116,-0.00211216
2023-06-16,SPY,390.4992,-0.01042132
2023-06-19,SPY,389.8434,-0.00167941
2023-06-20,SPY,388.7363,-0.00283982
2023-06-21,SPY,389.5328,0.00204885
2023-06-22,SPY,387.7101,-0.0046791
2023-06-23,SPY,384.82,-0.00745426
2023-06-26,SPY,382.2291,-0.00673278
2023-06-27,SPY,381.2616,-0.00253116
2023-06-28,SPY,385.095,0.01005445
2023-06-29,SPY,374.0429,-0.02869972
2023-06-30,SPY,359.5947,-0.03862694
2023-07-03,SPY,363.6814,0.01136463
2023-07-04,SPY,363.9689,0.00079049
2023-07-05,SPY,361.3772,-0.00712054
2023-07-06,SPY,367.5802,0.01716471
2023-07-07,SPY,353.3163,-0.03880477
2023-07-10,SPY,354.3559,0.00294248
2023-07-11,SPY,364.843,0.02959472
2023-07-12,SPY,360.2444,-0.01260425
2023-07-13,SPY,357.3196,-0.0081191
2023-07-14,SPY,364.9499,0.02135432
2023-07-17,SPY,362.3623,-0.0070902
2023-07-18,SPY,368.6611,0.01738262
2023-07-19,SPY,368.715,0.00014622
2023-07-20,SPY,364.9197,-0.01029347
2023-07-21,SPY,362.0493,-0.0078658
2023-07-24,SPY,359.1445,-0.00802315
2023-07-25,SPY,359.3573,0.0005926
2023-07-26,SPY,357.143,-0.00616181
2023-07-27,SPY,353.9073,-0.00906013
2023-07-28,SPY,347.8906,-0.01700079
2023-07-31,SPY,349.2067,0.0037832
2023-08-01,SPY,360.2001,0.031481
2023-08-02,SPY,368.87,0.02406956
2023-08-03,SPY,369.1087,0.00064718
2023-08-04,SPY,368.9534,-0.00042058
2023-08-07,SPY,362.8475,-0.01654947
2023-08-08,SPY,358.8779,-0.0109399
2023-08-09,SPY,364.0714,0.01447132
2023-08-10,SPY,351.6864,-0.03401802
2023-08-11,SPY,349.3347,-0.00668685
2023-08-14,SPY,349.4042,0.00019892
2023-08-15,SPY,349.2858,-0.00033872
2023-08-16,SPY,352.1396,0.00817024
2023-08-17,SPY,337.3038,-0.04213037
2023-08-18,SPY,342.6533,0.01585942
2023-08-21,SPY,336.0328,-0.01932108
2023-08-22,SPY,344.0006,0.02371138
2023-08-23,SPY,344.7047,0.0020468
2023-08-24,SPY,351.3487,0.01927436
2023-08-25,SPY,361.0268,0.0275455
2023-08-28,SPY,379.74,0.05183346
2023-08-29,SPY,385.2631,0.01454433
2023-08-30,SPY,367.0407,-0.04729862
2023-08-31,SPY,366.3467,-0.00189088
2023-09-01,SPY,369.7505,0.00929135
2023-09-04,SPY,376.8233,0.01912848
2023-09-05,SPY,371.8651,-0.01315799
2023-09-06,SPY,375.1835,0.00892372
2023-09-07,SPY,360.793,-0.03835589
2023-09-08,SPY,366.0266,0.01450579
2023-09-11,SPY,360.138,-0.01608775
2023-09-12,SPY,354.8558,-0.01466709
2023-09-13,SPY,356.2055,0.00380348
2023-09-14,SPY,359.1455,0.00825357
2023-09-15,SPY,365.804,0.01853978
2023-09-18,SPY,364.3534,-0.00396533
2023-09-19,SPY,360.8463,-0.00962577
2023-09-20,SPY,363.1156,0.00628908
2023-09-21,SPY,362.9854,-0.00035869
2023-09-22,SPY,365.7952,0.00774072
2023-09-25,SPY,365.9756,0.00049327
2023-09-26,SPY,369.6754,0.01010932
2023-09-27,SPY,369.1616,-0.00138982
2023-09-28,SPY,370.586,0.00385837
2023-09-29,SPY,371.1856,0.00161824
2023-10-02,SPY,368.3056,-0.00775896
2023-10-03,SPY,368.3102,1.233e-05
2023-10-04,SPY,365.4953,-0.00764268
2023-10-05,SPY,363.9416,-0.00425094
2023-10-06,SPY,361.7304,-0.00607578
2023-10-09,SPY,357.0612,-0.01290782
2023-10-10,SPY,356.7553,-0.00085676
2023-10-11,SPY,357.5901,0.00233995
2023-10-12,SPY,358.898,0.00365762
2023-10-13,SPY,361.4156,0.00701472
2023-10-16,SPY,361.9891,0.00158674
2023-10-17,SPY,367.3414,0.01478588
2023-10-18,SPY,368.3044,0.00262154
2023-10-19,SPY,364.1476,-0.0112864
2023-10-20,SPY,363.1566,-0.00272127
2023-10-23,SPY,364.8614,0.00469444
2023-10-24,SPY,361.2059,-0.01001902
2023-10-25,SPY,357.1468,-0.0112377
2023-10-26,SPY,365.7037,0.02395931
2023-10-27,SPY,367.9793,0.00622253
2023-10-30,SPY,369.0432,0.00289113
2023-10-31,SPY,373.0345,0.01081532
2023-11-01,SPY,373.6695,0.00170215
2023-11-02,SPY,376.2356,0.0068674
2023-11-03,SPY,384.6222,0.02229069
2023-11-06,SPY,386.6218,0.00519896
2023-11-07,SPY,393.5538,0.01792966
2023-11-08,SPY,391.78,-0.00450712
2023-11-09,SPY,394.0222,0.00572297
2023-11-10,SPY,384.552,-0.02403473
2023-11-13,SPY,383.8381,-0.00185642
2023-11-14,SPY,382.6163,-0.00318318
2023-11-15,SPY,376.2168,-0.01672549
2023-11-16,SPY,380.2529,0.01072806
2023-11-17,SPY,384.5038,0.0111792
2023-11-20,SPY,383.1409,-0.00354461
2023-11-21,SPY,385.7484,0.00680561
2023-11-22,SPY,388.2217,0.00641168
2023-11-23,SPY,388.1723,-0.0001271
2023-11-24,SPY,398.1999,0.02583266
2023-11-27,SPY,396.3176,-0.00472702
2023-11-28,SPY,401.5397,0.01317658
2023-11-29,SPY,412.2954,0.02678614
2023-11-30,SPY,415.0813,0.0067572
2023-12-01,SPY,411.6148,-0.00835152
2023-12-04,SPY,417.6254,0.01460256
2023-12-05,SPY,415.4227,-0.00527439
2023-12-06,SPY,418.334,0.0070081
2023-12-07,SPY,402.2969,-0.03833579
2023-12-08,SPY,396.3072,-0.01488858
2023-12-11,SPY,390.7002,-0.0141482
2023-12-12,SPY,395.8575,0.01320018
2023-12-13,SPY,400.5324,0.01180959
2023-12-14,SPY,400.3192,-0.00053226
2023-12-15,SPY,403.0935,0.00693013
2023-12-18,SPY,413.7225,0.02636859
2023-12-19,SPY,417.06,0.00806707
2023-12-20,SPY,418.4541,0.00334262
2023-12-21,SPY,421.9201,0.00828278
2023-12-22,SPY,419.5287,-0.00566777
2023-12-25,SPY,417.5085,-0.00481551
2023-12-26,SPY,419.273,0.00422622
2023-12-27,SPY,416.355,-0.0069596
2023-12-28,SPY,411.9194,-0.01065349
2023-12-29,SPY,415.3824,0.0084071
2024-01-01,SPY,422.0873,0.01614156
2024-01-02,SPY,420.8997,-0.00281358
2024-01-03,SPY,413.0734,-0.01859427
2024-01-04,SPY,417.5048,0.01072786
2024-01-05,SPY,415.9948,-0.00361674
2024-01-08,SPY,429.9024,0.03343205
2024-01-09,SPY,443.5629,0.03177585
2024-01-10,SPY,444.0744,0.00115313
2024-01-11,SPY,449.171,0.01147696
2024-01-12,SPY,445.0544,-0.00916488
2024-01-15,SPY,449.2556,0.00943973
2024-01-16,SPY,456.7632,0.01671121
2024-01-17,SPY,455.8155,-0.00207475
2024-01-18,SPY,455.8641,0.00010659
2024-01-19,SPY,455.7481,-0.00025437
2024-01-22,SPY,457.5423,0.00393682
2024-01-23,SPY,459.7236,0.00476743
2024-01-24,SPY,461.7365,0.00437851
2024-01-25,SPY,465.0424,0.00715952
2024-01-26,SPY,468.5432,0.00752809
2024-01-29,SPY,468.9007,0.00076282
2024-01-30,SPY,476.7566,0.01675405
2024-01-31,SPY,475.8745,-0.00185026
2024-02-01,SPY,478.983,0.00653225
2024-02-02,SPY,479.7402,0.00158084
2024-02-05,SPY,483.5002,0.00783756
2024-02-06,SPY,482.369,-0.00233976
2024-02-07,SPY,482.4245,0.00011512
2024-02-08,SPY,483.2548,0.0017211
2024-02-09,SPY,482.5226,-0.00151512
2024-02-12,SPY,482.3282,-0.00040277
2024-02-13,SPY,481.2995,-0.00213292
2024-02-14,SPY,485.5739,0.00888107
2024-02-15,SPY,480.3949,-0.0106657
2024-02-16,SPY,480.706,0.00064757
2024-02-19,SPY,483.3193,0.00543633
2024-02-20,SPY,488.5917,0.01090873
2024-02-21,SPY,487.7521,-0.00171849
2024-02-22,SPY,491.0023,0.00666362
2024-02-23,SPY,496.8109,0.01183016
2024-02-26,SPY,486.5045,-0.02074521
2024-02-27,SPY,484.8637,-0.00337244
2024-02-28,SPY,477.0925,-0.01602764
2024-02-29,SPY,477.5409,0.00093977
2024-03-01,SPY,478.4647,0.00193453
2024-03-04,SPY,483.1897,0.00987528
2024-03-05,SPY,483.9204,0.00151227
2024-03-06,SPY,479.0438,-0.01007731
2024-03-07,SPY,478.3433,-0.00146229
2024-03-08,SPY,476.6865,-0.00346351
2024-03-11,SPY,472.0528,-0.00972071
2024-03-12,SPY,477.2008,0.01090551
2024-03-13,SPY,482.5715,0.01125477
2024-03-14,SPY,484.0861,0.0031385
2024-03-15,SPY,487.6187,0.00729741
2024-03-18,SPY,490.9138,0.00675767
2024-03-19,SPY,493.8981,0.00607908
2024-03-20,SPY,490.5919,-0.00669418
2024-03-21,SPY,490.5923,8.1e-07
2024-03-22,SPY,488.1731,-0.00493115
2024-03-25,SPY,486.8862,-0.00263626
2024-03-26,SPY,488.0718,0.00243505
2024-03-27,SPY,472.9698,-0.03094215
2024-03-28,SPY,476.4974,0.00745848
2024-03-29,SPY,470.9373,-0.0116687
2024-04-01,SPY,481.5752,0.02258882
2024-04-02,SPY,478.3344,-0.00672955
2024-04-03,SPY,483.6726,0.01115989
2024-04-04,SPY,508.9546,0.05227096
2024-04-05,SPY,515.4914,0.01284355
2024-04-08,SPY,521.047,0.01077728
2024-04-09,SPY,520.6428,-0.0007758
2024-04-10,SPY,513.9463,-0.01286197
2024-04-11,SPY,507.4988,-0.01254498
2024-04-12,SPY,494.0563,-0.02648785
2024-04-15,SPY,505.6715,0.02350987
2024-04-16,SPY,510.1381,0.00883302
2024-04-17,SPY,507.7122,-0.00475525
2024-04-18,SPY,510.3299,0.0051558
2024-04-19,SPY,504.848,-0.01074186
2024-04-22,SPY,509.3314,0.00888059
2024-04-23,SPY,507.0962,-0.00438839
2024-04-24,SPY,509.417,0.00457656
2024-04-25,SPY,497.5511,-0.02329303
2024-04-26,SPY,490.5115,-0.01414856
2024-04-29,SPY,500.4005,0.02016067
2024-04-30,SPY,486.9674,-0.02684481
2024-05-01,SPY,488.8748,0.00391694
2024-05-02,SPY,482.2355,-0.01358077
2024-05-03,SPY,479.5218,-0.00562731
2024-05-06,SPY,472.6925,-0.01424187
2024-05-07,SPY,479.8109,0.01505921
2024-05-08,SPY,497.6073,0.03709051
2024-05-09,SPY,500.897,0.0066111
2024-05-10,SPY,507.2156,0.01261442
2024-05-13,SPY,513.7495,0.01288197
2024-05-14,SPY,507.8745,-0.01143562
2024-05-15,SPY,491.7386,-0.03177138
2024-05-16,SPY,477.7202,-0.02850791
2024-05-17,SPY,479.4578,0.00363727
2024-05-20,SPY,487.6991,0.01718895
2024-05-21,SPY,515.034,0.05604864
2024-05-22,SPY,520.6534,0.01091071
2024-05-23,SPY,510.5563,-0.01939306
2024-05-24,SPY,527.878,0.03392713
2024-05-27,SPY,531.9032,0.00762518
2024-05-28,SPY,530.9318,-0.0018263
2024-05-29,SPY,529.6669,-0.00238244
2024-05-30,SPY,528.8655,-0.00151291
2024-05-31,SPY,543.3835,0.02745109
2024-06-03,SPY,532.0392,-0.02087703
2024-06-04,SPY,523.7193,-0.01563776
2024-06-05,SPY,518.053,-0.01081946
2024-06-06,SPY,514.1469,-0.00753992
2024-06-07,SPY,505.2019,-0.01739774
2024-06-10,SPY,497.2185,-0.01580243
2024-06-11,SPY,501.2221,0.00805211
2024-06-12,SPY,508.7713,0.01506151
2024-06-13,SPY,506.7937,-0.00388707
2024-06-14,SPY,498.4262,-0.01651064
2024-06-17,SPY,499.2426,0.00163791
2024-06-18,SPY,496.6691,-0.00515471
2024-06-19,SPY,497.562,0.00179781
2024-06-20,SPY,508.7892,0.02256436
2024-06-21,SPY,506.6799,-0.00414564
2024-06-24,SPY,503.4968,-0.0062824
2024-06-25,SPY,502.615,-0.00175135
2024-06-26,SPY,503.8351,0.00242768
2024-06-27,SPY,502.8493,-0.00195673
2024-06-28,SPY,507.815,0.00987509
2024-07-01,SPY,515.4828,0.01509971
2024-07-02,SPY,519.4051,0.00760893
2024-07-03,SPY,515.6676,-0.0071958
2024-07-04,SPY,515.3032,-0.00070658
2024-07-05,SPY,513.9618,-0.00260308
2024-07-08,SPY,517.5982,0.00707514
2024-07-09,SPY,525.3477,0.01497202
2024-07-10,SPY,521.0253,-0.00822759
2024-07-11,SPY,527.2846,0.01201336
2024-07-12,SPY,532.1897,0.00930259
2024-07-15,SPY,537.715,0.01038218
2024-07-16,SPY,544.4862,0.01259251
2024-07-17,SPY,544.7422,0.00047031
2024-07-18,SPY,541.3523,-0.00622296
2024-07-19,SPY,547.9711,0.01222632
2024-07-22,SPY,546.6227,-0.00246059
2024-07-23,SPY,541.9427,-0.00856172
2024-07-24,SPY,541.9922,9.127e-05
2024-07-25,SPY,544.6058,0.00482233
2024-07-26,SPY,544.6507,8.23e-05
2024-07-29,SPY,543.7468,-0.00165954
2024-07-30,SPY,534.0745,-0.01778832
2024-07-31,SPY,537.1051,0.00567455
2024-08-01,SPY,534.8084,-0.00427611
2024-08-02,SPY,539.7132,0.00917126
2024-08-05,SPY,539.8315,0.00021921
2024-08-06,SPY,538.8676,-0.00178561
2024-08-07,SPY,537.419,-0.0026882
2024-08-08,SPY,546.1952,0.01633016
2024-08-09,SPY,548.3743,0.00398971
2024-08-12,SPY,552.2982,0.00715545
2024-08-13,SPY,550.5337,-0.00319482
2024-08-14,SPY,552.4568,0.00349323
2024-08-15,SPY,551.5036,-0.00172544
2024-08-16,SPY,548.6298,-0.00521091
2024-08-19,SPY,550.2371,0.00292965
2024-08-20,SPY,544.3683,-0.01066585
2024-08-21,SPY,543.4584,-0.00167149
2024-08-22,SPY,538.8068,-0.00855919
2024-08-23,SPY,544.2853,0.01016769
2024-08-26,SPY,541.1362,-0.0057856
2024-08-27,SPY,540.7865,-0.00064623
2024-08-28,SPY,545.1658,0.008098
2024-08-29,SPY,551.8316,0.01222711
2024-08-30,SPY,556.5412,0.00853439
2024-09-02,SPY,554.3179,-0.00399482
2024-09-03,SPY,552.2174,-0.00378928
2024-09-04,SPY,557.6867,0.00990414
2024-09-05,SPY,557.9163,0.00041172
2024-09-06,SPY,556.5933,-0.00237137
2024-09-09,SPY,556.2522,-0.00061282
2024-09-10,SPY,555.8791,-0.00067076
2024-09-11,SPY,560.3926,0.00811971
2024-09-12,SPY,561.718,0.00236515
2024-09-13,SPY,571.3658,0.01717546
2024-09-16,SPY,563.0737,-0.01451287
2024-09-17,SPY,566.8803,0.0067604
2024-09-18,SPY,574.6714,0.01374395
2024-09-19,SPY,579.6406,0.00864704
2024-09-20,SPY,576.5073,-0.00540568
2024-09-23,SPY,577.4777,0.00168324
2024-09-24,SPY,566.2264,-0.01948357
2024-09-25,SPY,564.6579,-0.00277003
2024-09-26,SPY,561.1928,-0.00613655
2024-09-27,SPY,563.6061,0.00430026
2024-09-30,SPY,558.7862,-0.00855194
2024-10-01,SPY,559.7414,0.00170941
2024-10-02,SPY,554.6989,-0.00900863
2024-10-03,SPY,553.2075,-0.00268856
2024-10-04,SPY,551.2185,-0.0035955
2024-10-07,SPY,546.1966,-0.0091105
2024-10-08,SPY,540.7318,-0.01000515
2024-10-09,SPY,538.1589,-0.0047583
2024-10-10,SPY,544.1929,0.01121233
2024-10-11,SPY,538.6152,-0.01024952
2024-10-14,SPY,535.6302,-0.00554193
2024-10-15,SPY,540.2765,0.00867453
2024-10-16,SPY,539.2959,-0.0018151
2024-10-17,SPY,541.6464,0.00435848
2024-10-18,SPY,546.8505,0.00960801
2024-10-21,SPY,547.6504,0.00146264
2024-10-22,SPY,552.1183,0.00815836
2024-10-23,SPY,554.8779,0.00499811
2024-10-24,SPY,551.6591,-0.00580081
2024-10-25,SPY,549.3246,-0.00423176
2024-10-28,SPY,551.4891,0.00394031
2024-10-29,SPY,549.6582,-0.00332004
2024-10-30,SPY,553.3181,0.0066586
2024-10-31,SPY,546.4852,-0.01234899
2024-11-01,SPY,544.3602,-0.00388847
2024-11-04,SPY,542.3521,-0.00368895
2024-11-05,SPY,540.7366,-0.00297871
2024-11-06,SPY,538.9048,-0.00338762
2024-11-07,SPY,536.4097,-0.00462984
2024-11-08,SPY,532.1027,-0.00802936
2024-11-11,SPY,536.0752,0.00746573
2024-11-12,SPY,533.48,-0.00484124
2024-11-13,SPY,529.7868,-0.00692285
2024-11-14,SPY,537.088,0.01378135
2024-11-15,SPY,536.9655,-0.00022795
2024-11-18,SPY,544.6208,0.01425656
2024-11-19,SPY,545.1788,0.00102454
2024-11-20,SPY,544.0598,-0.0020526
2024-11-21,SPY,546.2338,0.00399594
2024-11-22,SPY,553.7822,0.01381908
2024-11-25,SPY,558.854,0.00915847
2024-11-26,SPY,549.1426,-0.01737741
2024-11-27,SPY,548.354,-0.00143614
2024-11-28,SPY,555.274,0.01261971
2024-11-29,SPY,554.3794,-0.00161107
2024-12-02,SPY,562.6564,0.01493009
2024-12-03,SPY,555.7658,-0.01224649
2024-12-04,SPY,560.6685,0.00882157
2024-12-05,SPY,554.3838,-0.01120933
2024-12-06,SPY,554.6667,0.00051018
2024-12-09,SPY,554.6937,4.868e-05
2024-12-10,SPY,545.9879,-0.01569475
2024-12-11,SPY,549.384,0.00622011
2024-12-12,SPY,546.5724,-0.00511764
2024-12-13,SPY,539.2886,-0.01332633
2024-12-16,SPY,538.6396,-0.00120348
2024-12-17,SPY,540.476,0.00340924
2024-12-18,SPY,538.3663,-0.00390329
2024-12-19,SPY,536.8738,-0.00277239
2024-12-20,SPY,532.8167,-0.0075568
2024-12-23,SPY,525.4149,-0.01389175
2024-12-24,SPY,527.5552,0.00407347
2024-12-25,SPY,532.2376,0.00887563
2024-12-26,SPY,536.0243,0.0071147
2024-12-27,SPY,533.1206,-0.00541718
2024-12-30,SPY,531.2942,-0.00342578
2024-12-31,SPY,530.0261,-0.00238692
2025-01-01,SPY,526.5257,-0.00660413
2025-01-02,SPY,527.0478,0.0009916
2025-01-03,SPY,528.7778,0.00328238
2025-01-06,SPY,530.0874,0.00247667
2025-01-07,SPY,530.2741,0.00035227
2025-01-08,SPY,531.384,0.00209308
2025-01-09,SPY,529.4897,-0.00356483
2025-01-10,SPY,529.8484,0.00067732
2025-01-13,SPY,532.7909,0.00555348
2025-01-14,SPY,536.098,0.0062073
2025-01-15,SPY,540.1259,0.00751329
2025-01-16,SPY,540.8655,0.00136926
2025-01-17,SPY,543.6568,0.00516086
2025-01-20,SPY,541.7744,-0.00346249
2025-01-21,SPY,534.5598,-0.01331663
2025-01-22,SPY,530.9622,-0.00672992
2025-01-23,SPY,529.9681,-0.00187238
2025-01-24,SPY,533.7164,0.00707279
2025-01-27,SPY,532.4195,-0.00243001
2025-01-28,SPY,527.4911,-0.00925663
2025-01-29,SPY,529.1006,0.00305129
2025-01-30,SPY,524.97,-0.00780696
2025-01-31,SPY,524.1187,-0.00162155
2025-02-03,SPY,531.1102,0.01333954
2025-02-04,SPY,535.9734,0.00915672
2025-02-05,SPY,533.7464,-0.0041551
2025-02-06,SPY,534.3606,0.0011507
2025-02-07,SPY,534.8066,0.0008346
2025-02-10,SPY,535.4754,0.00125071
2025-02-11,SPY,542.2234,0.01260187
2025-02-12,SPY,545.6328,0.00628783
2025-02-13,SPY,548.4508,0.00516457
2025-02-14,SPY,550.6152,0.00394645
2025-02-17,SPY,549.6832,-0.00169263
2025-02-18,SPY,554.2062,0.0082282
2025-02-19,SPY,555.3057,0.00198408
2025-02-20,SPY,550.338,-0.00894589
2025-02-21,SPY,552.9245,0.00469969
2025-02-24,SPY,547.1251,-0.01048843
2025-02-25,SPY,542.4546,-0.0085365
2025-02-26,SPY,547.107,0.00857646
2025-02-27,SPY,547.5612,0.00083022
2025-02-28,SPY,550.4943,0.00535672
2025-03-03,SPY,549.0484,-0.00262665
2025-03-04,SPY,554.9544,0.01075695
2025-03-05,SPY,557.8044,0.00513547
2025-03-06,SPY,562.2425,0.00795638
2025-03-07,SPY,565.5718,0.00592153
2025-03-10,SPY,563.7303,-0.00325597
2025-03-11,SPY,561.5561,-0.00385695
2025-03-12,SPY,558.8526,-0.00481422
2025-03-13,SPY,553.1707,-0.0101671
2025-03-14,SPY,548.8032,-0.00789546
2025-03-17,SPY,542.7543,-0.01102197
2025-03-18,SPY,544.2346,0.00272749
2025-03-19,SPY,544.4582,0.00041074
2025-03-20,SPY,548.2925,0.00704249
2025-03-21,SPY,550.2381,0.00354843
2025-03-24,SPY,541.4499,-0.01597154
2025-03-25,SPY,539.4631,-0.00366947
2025-03-26,SPY,540.4502,0.00182984
2025-03-27,SPY,546.295,0.01081456
2025-03-28,SPY,549.3316,0.00555865
2025-03-31,SPY,546.0543,-0.00596605
2025-04-01,SPY,548.4403,0.00436959
2025-04-02,SPY,546.3739,-0.0037678
2025-04-03,SPY,547.0177,0.00117823
2025-04-04,SPY,546.8062,-0.00038649
2025-04-07,SPY,543.6608,-0.00575231
2025-04-08,SPY,550.0693,0.01178763
2025-04-09,SPY,549.1712,-0.00163282
2025-04-10,SPY,548.8286,-0.00062379
2025-04-11,SPY,559.6925,0.01979481
2025-04-14,SPY,555.2951,-0.00785687
2025-04-15,SPY,549.9711,-0.00958765
2025-04-16,SPY,554.488,0.00821286
2025-04-17,SPY,550.6261,-0.00696469
2025-04-18,SPY,550.1645,-0.00083838
2025-04-21,SPY,546.173,-0.00725511
2025-04-22,SPY,548.724,0.00467076
2025-04-23,SPY,545.7778,-0.00536923
2025-04-24,SPY,543.2705,-0.00459399
2025-04-25,SPY,548.3961,0.00943477
2025-04-28,SPY,556.743,0.01522048
2025-04-29,SPY,555.3534,-0.00249599
2025-04-30,SPY,553.3847,-0.00354493
2025-05-01,SPY,551.6265,-0.00317716
2025-05-02,SPY,559.1467,0.01363273
2025-05-05,SPY,552.17,-0.01247737
2025-05-06,SPY,553.6205,0.00262696
2025-05-07,SPY,540.3774,-0.02392095
2025-05-08,SPY,544.1532,0.00698745
2025-05-09,SPY,550.4199,0.01151644
2025-05-12,SPY,553.5496,0.00568597
2025-05-13,SPY,554.1516,0.00108743
2025-05-14,SPY,556.4698,0.00418335
2025-05-15,SPY,552.9328,-0.00635604
2025-05-16,SPY,552.4763,-0.00082567
2025-05-19,SPY,542.3951,-0.01824736
2025-05-20,SPY,544.5258,0.00392837
2025-05-21,SPY,541.6687,-0.00524685
2025-05-22,SPY,538.206,-0.00639265
2025-05-23,SPY,541.4938,0.00610872
